frame,time_seconds,plate_text,plate_confidence,car_box,plate_box_in_frame
558,22.32,43K961,0.155,"(1296, 19, 1594, 268)","(1394, 195, 1462, 223)"
558,22.32,LA82545,0.1952,"(375, 348, 789, 715)","(482, 625, 574, 654)"
558,22.32,96006,0.504,"(1749, 3, 1918, 149)","(1838, 95, 1896, 115)"
559,22.36,I326,0.0171,"(1291, 23, 1591, 281)","(1388, 203, 1458, 230)"
559,22.36,LA8254S,0.3064,"(375, 348, 788, 715)","(482, 626, 574, 654)"
559,22.36,98026,0.2679,"(1744, 2, 1919, 155)","(1835, 100, 1895, 119)"
560,22.4,I49,0.134,"(1285, 29, 1589, 281)","(1383, 209, 1455, 239)"
560,22.4,LA82545,0.1385,"(375, 352, 788, 715)","(483, 625, 574, 654)"
560,22.4,90986,0.3206,"(1740, 2, 1919, 161)","(1835, 106, 1893, 125)"
561,22.44,143960,0.1896,"(1280, 35, 1586, 283)","(1381, 218, 1451, 244)"
561,22.44,LA8254S,0.5402,"(375, 349, 788, 715)","(482, 627, 573, 655)"
561,22.44,98906,0.7092,"(1736, 4, 1919, 165)","(1832, 112, 1892, 132)"
562,22.48,LAT9,0.0869,"(1275, 37, 1583, 294)","(1378, 224, 1446, 252)"
562,22.48,LA8254S,0.2135,"(374, 351, 789, 716)","(482, 627, 573, 655)"
562,22.48,96006,0.5794,"(1735, 4, 1919, 166)","(1831, 113, 1890, 134)"
563,22.52,44AR9GL,0.023,"(1272, 47, 1579, 301)","(1375, 230, 1443, 259)"
563,22.52,96086,0.7031,"(1735, 2, 1919, 176)","(1830, 122, 1888, 142)"
563,22.52,LA8254S,0.2211,"(375, 351, 787, 714)","(482, 624, 574, 653)"
564,22.56,96086,0.6934,"(1733, 2, 1919, 177)","(1828, 123, 1887, 144)"
564,22.56,LA8254S,0.1901,"(375, 353, 787, 714)","(482, 627, 574, 655)"
564,22.56,12961,0.2693,"(1268, 49, 1578, 307)","(1370, 234, 1439, 264)"
565,22.6,E48254S,0.1244,"(375, 352, 787, 716)","(482, 625, 574, 654)"
565,22.6,96006,0.5327,"(1732, 0, 1919, 181)","(1827, 129, 1887, 149)"
565,22.6,43E61,0.259,"(1265, 55, 1576, 327)","(1366, 245, 1436, 270)"
566,22.64,96086,0.7643,"(1728, 0, 1919, 189)","(1825, 133, 1884, 154)"
566,22.64,FK9Q1,0.0885,"(1258, 60, 1573, 329)","(1362, 248, 1432, 276)"
566,22.64,IA8254S,0.0986,"(374, 352, 787, 715)","(482, 625, 574, 654)"
567,22.68,96086,0.9335,"(1727, 0, 1919, 192)","(1822, 136, 1883, 157)"
567,22.68,142T961,0.0644,"(1254, 65, 1571, 334)","(1359, 255, 1430, 283)"
567,22.68,LA8254S,0.2592,"(375, 352, 787, 715)","(482, 627, 574, 655)"
568,22.72,96006,0.5352,"(1725, 0, 1919, 198)","(1819, 139, 1882, 162)"
568,22.72,MAKEQ0,0.1838,"(1252, 71, 1569, 344)","(1353, 262, 1427, 291)"
568,22.72,LA8254S,0.1375,"(375, 352, 787, 715)","(482, 625, 574, 654)"
569,22.76,96086,0.9372,"(1722, 0, 1919, 202)","(1816, 143, 1880, 166)"
569,22.76,73K961,0.0953,"(1246, 78, 1562, 351)","(1348, 269, 1422, 298)"
569,22.76,L48254S,0.3608,"(375, 352, 787, 715)","(482, 626, 574, 654)"
570,22.8,HAKEU,0.0379,"(1242, 84, 1561, 353)","(1345, 275, 1418, 306)"
570,22.8,I48254S,0.1198,"(374, 352, 787, 716)","(482, 625, 574, 655)"
570,22.8,96886,0.4903,"(1720, 0, 1919, 205)","(1815, 147, 1877, 170)"
571,22.84,LA8254S,0.2865,"(374, 351, 787, 715)","(482, 626, 574, 654)"
571,22.84,96886,0.5041,"(1715, 0, 1919, 213)","(1812, 153, 1875, 175)"
571,22.84,IAKEE1,0.0536,"(1233, 91, 1560, 363)","(1339, 284, 1414, 314)"
572,22.88,L48254S,0.2105,"(375, 351, 787, 715)","(482, 626, 574, 654)"
572,22.88,96806,0.9414,"(1713, 0, 1919, 217)","(1809, 157, 1874, 179)"
572,22.88,HAKEQ1,0.093,"(1229, 95, 1557, 370)","(1335, 291, 1410, 322)"
573,22.92,96886,0.7659,"(1710, 0, 1919, 221)","(1808, 162, 1872, 183)"
573,22.92,LA8254S,0.1445,"(375, 351, 786, 715)","(482, 627, 574, 655)"
573,22.92,4ZKOE1,0.0679,"(1225, 100, 1554, 380)","(1331, 298, 1406, 330)"
574,22.96,TK9,0.1091,"(1221, 105, 1553, 381)","(1325, 308, 1401, 337)"
574,22.96,96886,0.9684,"(1707, 0, 1919, 226)","(1805, 168, 1870, 190)"
574,22.96,L48254S,0.2813,"(375, 352, 786, 715)","(482, 626, 574, 654)"
575,23.0,4ALEEL,0.1255,"(1214, 114, 1552, 395)","(1320, 314, 1396, 346)"
575,23.0,96886,0.8662,"(1704, 0, 1919, 233)","(1802, 173, 1869, 195)"
575,23.0,148254S,0.1177,"(374, 353, 787, 715)","(483, 626, 574, 655)"
576,23.04,3K96,0.7176,"(1206, 119, 1550, 398)","(1314, 328, 1391, 353)"
576,23.04,L48254S,0.3002,"(374, 352, 787, 715)","(482, 626, 574, 654)"
576,23.04,96886,0.9136,"(1700, 0, 1919, 237)","(1800, 178, 1866, 201)"
577,23.08,3K961,0.6031,"(1196, 126, 1550, 407)","(1310, 331, 1385, 361)"
577,23.08,L48254S,0.2923,"(374, 352, 787, 715)","(482, 626, 574, 654)"
577,23.08,96086,0.6672,"(1696, 0, 1919, 244)","(1797, 183, 1864, 206)"
578,23.12,L48254S,0.289,"(374, 352, 787, 715)","(482, 626, 574, 654)"
578,23.12,96886,0.3039,"(1694, 2, 1919, 247)","(1795, 190, 1862, 212)"
578,23.12,29,0.165,"(1195, 131, 1551, 420)","(1305, 338, 1382, 370)"
579,23.16,LA8254S,0.2943,"(374, 352, 786, 715)","(482, 627, 574, 655)"
579,23.16,96886,0.9808,"(1691, 5, 1919, 255)","(1791, 193, 1860, 219)"
579,23.16,391,0.7712,"(1188, 139, 1550, 430)","(1299, 348, 1377, 378)"
580,23.2,IA8254S,0.1411,"(375, 352, 786, 715)","(482, 626, 574, 655)"
580,23.2,3K9,0.4263,"(1184, 144, 1542, 440)","(1294, 356, 1372, 388)"
580,23.2,96886,0.9916,"(1689, 11, 1919, 261)","(1789, 200, 1857, 225)"
581,23.24,IA8254S,0.1483,"(374, 352, 786, 715)","(482, 626, 574, 655)"
581,23.24,L3K961,0.1366,"(1177, 152, 1540, 449)","(1287, 371, 1366, 397)"
581,23.24,96886,0.9727,"(1685, 14, 1919, 269)","(1786, 207, 1854, 231)"
582,23.28,96886,0.9987,"(1683, 19, 1919, 276)","(1784, 213, 1852, 238)"
582,23.28,IA8254S,0.1809,"(374, 352, 786, 715)","(482, 626, 574, 655)"
582,23.28,143K961,0.3151,"(1164, 159, 1528, 456)","(1282, 382, 1359, 406)"
583,23.32,IA8254S,0.1516,"(374, 352, 786, 715)","(482, 626, 574, 655)"
583,23.32,96886,0.9456,"(1679, 21, 1919, 284)","(1781, 220, 1850, 244)"
583,23.32,T3K961,0.0668,"(1152, 164, 1523, 468)","(1276, 391, 1355, 415)"
584,23.36,IA8254S,0.2031,"(374, 352, 787, 716)","(483, 626, 574, 655)"
584,23.36,96086,0.6524,"(1675, 27, 1919, 290)","(1778, 226, 1848, 251)"
584,23.36,IASK961,0.076,"(1147, 171, 1516, 480)","(1270, 400, 1349, 425)"
585,23.4,I48254S,0.0674,"(375, 349, 789, 716)","(482, 624, 573, 654)"
585,23.4,743K961,0.411,"(1143, 180, 1513, 488)","(1263, 409, 1341, 434)"
585,23.4,96886,0.8418,"(1671, 33, 1919, 297)","(1775, 233, 1844, 257)"
586,23.44,148254S,0.0975,"(375, 350, 790, 716)","(482, 624, 573, 654)"
586,23.44,I43K961,0.1029,"(1139, 187, 1511, 495)","(1256, 415, 1336, 444)"
586,23.44,36886,0.4427,"(1667, 38, 1919, 302)","(1773, 238, 1843, 263)"
587,23.48,548254S,0.12,"(375, 350, 789, 715)","(482, 624, 573, 654)"
587,23.48,73961,0.3531,"(1131, 193, 1505, 507)","(1249, 425, 1330, 453)"
587,23.48,96886,0.7185,"(1664, 45, 1919, 313)","(1771, 246, 1841, 270)"
588,23.52,43K961,0.1254,"(1126, 200, 1501, 518)","(1242, 435, 1323, 463)"
588,23.52,048254S,0.1083,"(375, 349, 789, 716)","(482, 624, 573, 654)"
588,23.52,96886,0.6338,"(1662, 49, 1919, 321)","(1767, 255, 1838, 278)"
589,23.56,43K961,0.593,"(1122, 209, 1496, 530)","(1235, 446, 1318, 472)"
589,23.56,048254S,0.1082,"(375, 349, 789, 716)","(482, 624, 573, 654)"
589,23.56,26886,0.55,"(1657, 55, 1919, 318)","(1767, 262, 1836, 286)"
590,23.6,E482545,0.1801,"(375, 349, 789, 716)","(482, 624, 573, 653)"
590,23.6,I3K9GI,0.3147,"(1116, 219, 1490, 543)","(1226, 447, 1311, 481)"
590,23.6,74196886,0.3333,"(1655, 59, 1919, 321)","(1761, 269, 1834, 293)"
591,23.64,E482545,0.1053,"(375, 349, 789, 716)","(482, 624, 573, 653)"
591,23.64,343K961,0.1551,"(1107, 224, 1489, 538)","(1219, 465, 1301, 490)"
591,23.64,96886,0.8073,"(1650, 66, 1919, 340)","(1758, 277, 1832, 302)"
592,23.68,IA8254S,0.2023,"(375, 350, 789, 716)","(482, 625, 573, 654)"
592,23.68,43K961,0.29,"(1096, 224, 1485, 546)","(1211, 471, 1294, 500)"
592,23.68,96886,0.9888,"(1645, 70, 1919, 348)","(1755, 288, 1828, 311)"
593,23.72,IA8254S,0.224,"(375, 350, 789, 715)","(482, 625, 573, 654)"
593,23.72,96886,0.9419,"(1641, 75, 1919, 358)","(1752, 296, 1825, 319)"
593,23.72,143K961,0.4738,"(1089, 225, 1480, 567)","(1203, 476, 1288, 510)"
594,23.76,IA8254S,0.22,"(375, 350, 789, 716)","(482, 625, 573, 654)"
594,23.76,13K961,0.6228,"(1080, 244, 1474, 578)","(1194, 491, 1279, 520)"
594,23.76,96886,0.9046,"(1636, 83, 1919, 362)","(1750, 303, 1823, 327)"
595,23.8,EA82545,0.2067,"(374, 351, 789, 715)","(482, 624, 572, 653)"
595,23.8,7196886,0.5406,"(1635, 92, 1919, 369)","(1747, 311, 1821, 334)"
595,23.8,443K961,0.3462,"(1070, 255, 1467, 588)","(1186, 503, 1271, 531)"
596,23.84,E482545,0.1191,"(375, 350, 789, 715)","(482, 625, 573, 654)"
596,23.84,7196886,0.4689,"(1633, 99, 1918, 382)","(1744, 318, 1819, 343)"
596,23.84,1143K96,0.1154,"(1061, 267, 1468, 594)","(1178, 515, 1263, 544)"
597,23.88,0482545,0.0871,"(374, 349, 787, 716)","(482, 624, 574, 654)"
597,23.88,796886,0.9532,"(1629, 105, 1918, 392)","(1740, 325, 1816, 351)"
597,23.88,I3K961,0.4315,"(1050, 275, 1464, 608)","(1170, 524, 1255, 555)"
598,23.92,IA82545,0.11,"(374, 351, 788, 716)","(482, 624, 573, 654)"
598,23.92,74196886,0.3991,"(1627, 112, 1919, 398)","(1737, 333, 1813, 358)"
598,23.92,3K961,0.6867,"(1042, 281, 1462, 623)","(1160, 538, 1247, 566)"
598,23.92,3K961,0.9498,"(1041, 280, 1473, 624)","(1158, 537, 1250, 566)"
599,23.96,7496886,0.3348,"(1623, 117, 1919, 406)","(1734, 341, 1810, 366)"
599,23.96,5482545,0.0982,"(374, 349, 788, 716)","(481, 624, 573, 654)"
599,23.96,3K961,0.7626,"(1030, 293, 1458, 639)","(1151, 550, 1237, 580)"
600,24.0,96886,0.7604,"(1619, 124, 1919, 415)","(1731, 349, 1808, 374)"
600,24.0,EA8254S,0.108,"(374, 350, 787, 716)","(482, 625, 573, 654)"
600,24.0,I3K961,0.2001,"(1022, 303, 1445, 649)","(1140, 561, 1229, 593)"
601,24.04,IA82545,0.112,"(375, 349, 788, 716)","(482, 623, 573, 653)"
601,24.04,96886,0.8035,"(1616, 132, 1919, 424)","(1727, 357, 1805, 383)"
601,24.04,3K961,0.6679,"(1005, 309, 1431, 663)","(1129, 574, 1220, 605)"
602,24.08,LA82545,0.2881,"(374, 350, 788, 716)","(482, 625, 573, 654)"
602,24.08,796886,0.7588,"(1605, 140, 1919, 438)","(1723, 368, 1801, 393)"
602,24.08,I3K961,0.43,"(982, 318, 1426, 674)","(1122, 587, 1211, 617)"
603,24.12,A82545,0.2645,"(374, 350, 788, 716)","(482, 624, 573, 654)"
603,24.12,96886,0.9111,"(1591, 146, 1918, 446)","(1719, 376, 1799, 402)"
603,24.12,I3K961,0.1766,"(968, 326, 1419, 686)","(1112, 601, 1201, 630)"
604,24.16,LA82545,0.3402,"(374, 350, 788, 716)","(482, 625, 573, 654)"
604,24.16,96886,0.9981,"(1593, 151, 1918, 455)","(1716, 387, 1795, 412)"
604,24.16,3K961,0.96,"(967, 335, 1414, 705)","(1100, 614, 1190, 644)"
605,24.2,A82545,0.0694,"(374, 350, 789, 716)","(482, 624, 574, 654)"
605,24.2,96886,0.8038,"(1589, 159, 1918, 465)","(1712, 398, 1792, 422)"
605,24.2,743K961,0.345,"(960, 348, 1409, 720)","(1089, 625, 1181, 658)"
606,24.24,96886,0.8858,"(1586, 165, 1918, 477)","(1708, 407, 1789, 432)"
606,24.24,A82545,0.1705,"(374, 350, 789, 716)","(482, 624, 573, 654)"
606,24.24,3K961,0.7121,"(951, 360, 1400, 734)","(1078, 637, 1172, 671)"
607,24.28,968B0,0.3109,"(1583, 174, 1918, 487)","(1704, 417, 1787, 443)"
607,24.28,A82545,0.1396,"(374, 350, 789, 716)","(482, 624, 573, 654)"
607,24.28,3K961,0.8349,"(940, 369, 1398, 746)","(1066, 652, 1159, 685)"
608,24.32,EA82545,0.1251,"(374, 350, 788, 716)","(482, 624, 573, 654)"
608,24.32,3K9611,0.3693,"(926, 379, 1394, 758)","(1054, 665, 1148, 699)"
608,24.32,968B6,0.4925,"(1580, 184, 1918, 494)","(1700, 428, 1782, 453)"
609,24.36,EA82545,0.143,"(374, 350, 788, 716)","(482, 624, 573, 654)"
609,24.36,3K961,0.8591,"(911, 387, 1395, 771)","(1041, 680, 1137, 714)"
609,24.36,96886,0.8967,"(1578, 190, 1918, 503)","(1696, 435, 1780, 463)"
610,24.4,LA82545,0.2846,"(374, 351, 788, 717)","(482, 625, 573, 654)"
610,24.4,3K9611,0.379,"(901, 401, 1390, 786)","(1030, 697, 1125, 730)"
610,24.4,96886,0.9946,"(1574, 198, 1918, 512)","(1692, 446, 1777, 474)"
611,24.44,EA8254S,0.1138,"(374, 351, 788, 716)","(482, 624, 573, 654)"
611,24.44,3K9611,0.7946,"(885, 409, 1381, 801)","(1017, 712, 1113, 744)"
611,24.44,96886,0.9902,"(1571, 208, 1917, 525)","(1690, 456, 1773, 484)"
612,24.48,LA82545,0.2846,"(374, 351, 788, 717)","(482, 625, 573, 654)"
612,24.48,96836,0.3867,"(1565, 215, 1913, 540)","(1686, 468, 1769, 494)"
612,24.48,3K9611,0.4134,"(873, 424, 1357, 819)","(1003, 722, 1101, 759)"
612,24.48,,0.0,"(1396, 1, 1625, 53)","(1472, 1, 1523, 11)"
613,24.52,LA82545,0.3211,"(374, 351, 788, 717)","(482, 625, 573, 654)"
613,24.52,74968B6,0.4802,"(1559, 217, 1910, 550)","(1681, 477, 1766, 506)"
613,24.52,3K961,0.6775,"(859, 436, 1348, 833)","(990, 743, 1091, 777)"
614,24.56,LA82545,0.3553,"(374, 350, 788, 717)","(482, 625, 573, 654)"
614,24.56,3K9611,0.5346,"(845, 448, 1341, 851)","(976, 751, 1076, 790)"
614,24.56,74968B6,0.4715,"(1553, 223, 1909, 564)","(1677, 487, 1762, 516)"
614,24.56,VOIOU,0.0372,"(1393, 2, 1626, 60)","(1465, 2, 1519, 17)"
615,24.6,3K961,0.7181,"(829, 457, 1328, 867)","(961, 774, 1065, 808)"
615,24.6,LA82545,0.4403,"(374, 350, 788, 717)","(482, 625, 573, 654)"
615,24.6,968B6,0.9817,"(1550, 237, 1907, 574)","(1672, 498, 1759, 527)"
615,24.6,VOIAN,0.3066,"(1391, 2, 1624, 63)","(1464, 3, 1516, 20)"
616,24.64,3K961,0.5177,"(814, 471, 1320, 882)","(948, 789, 1050, 825)"
616,24.64,LA82545,0.4403,"(374, 350, 788, 717)","(482, 625, 573, 654)"
616,24.64,7968B6,0.6864,"(1542, 253, 1905, 586)","(1668, 511, 1757, 538)"
616,24.64,,0.0,"(1387, 2, 1621, 67)","(1460, 6, 1515, 25)"
617,24.68,3K961,0.5767,"(799, 481, 1313, 900)","(933, 808, 1034, 841)"
617,24.68,EA82545,0.147,"(374, 350, 787, 717)","(482, 624, 573, 654)"
617,24.68,968B6,0.605,"(1538, 260, 1905, 598)","(1663, 524, 1751, 551)"
617,24.68,,0.0,"(1383, 1, 1620, 69)","(1458, 10, 1512, 28)"
618,24.72,EA82545,0.2465,"(374, 350, 787, 717)","(482, 624, 573, 654)"
618,24.72,3K961,0.7015,"(779, 497, 1303, 921)","(919, 826, 1020, 860)"
618,24.72,7968B6,0.7809,"(1534, 271, 1902, 611)","(1658, 537, 1747, 564)"
618,24.72,90,0.3618,"(1380, 0, 1616, 71)","(1456, 13, 1510, 32)"
619,24.76,0A82545,0.0756,"(374, 351, 787, 717)","(482, 625, 574, 655)"
619,24.76,AK9E1,0.2958,"(768, 503, 1301, 938)","(901, 843, 1008, 877)"
619,24.76,7968B6,0.8256,"(1530, 278, 1905, 622)","(1655, 549, 1745, 578)"
619,24.76,690,0.0542,"(1377, 0, 1615, 74)","(1453, 18, 1508, 36)"
620,24.8,EA8254S,0.2618,"(374, 350, 786, 717)","(482, 625, 574, 654)"
620,24.8,3K961,0.9122,"(748, 516, 1303, 962)","(886, 857, 992, 896)"
620,24.8,7968B6,0.357,"(1521, 288, 1905, 637)","(1649, 563, 1739, 592)"
620,24.8,,0.0,"(1374, 0, 1612, 76)","(1451, 21, 1505, 40)"
621,24.84,E48254S,0.0866,"(374, 350, 787, 717)","(482, 624, 574, 654)"
621,24.84,T3K961,0.2904,"(732, 538, 1304, 975)","(869, 880, 977, 916)"
621,24.84,96886,0.4834,"(1515, 301, 1903, 651)","(1646, 577, 1737, 606)"
621,24.84,TOSO,0.0804,"(1372, 0, 1611, 82)","(1448, 25, 1504, 44)"
622,24.88,4A82545,0.1973,"(374, 349, 785, 711)","(482, 626, 573, 656)"
622,24.88,7496886,0.2513,"(1508, 309, 1898, 664)","(1640, 590, 1732, 620)"
622,24.88,773K961,0.2712,"(716, 548, 1279, 1006)","(851, 893, 960, 936)"
622,24.88,F6I90,0.05,"(1370, 0, 1609, 89)","(1445, 29, 1502, 48)"
623,24.92,968B6,0.5029,"(1497, 320, 1899, 683)","(1635, 606, 1728, 634)"
623,24.92,LA82545,0.3108,"(374, 349, 786, 711)","(482, 626, 573, 654)"
623,24.92,TOTSP,0.0329,"(1368, 0, 1608, 93)","(1443, 34, 1499, 52)"
623,24.92,73K961,0.4442,"(699, 565, 1253, 1035)","(835, 918, 947, 956)"
624,24.96,7968B6,0.5832,"(1470, 330, 1896, 695)","(1630, 619, 1725, 648)"
624,24.96,UA82545,0.3041,"(374, 349, 786, 711)","(482, 626, 573, 655)"
624,24.96,3K961,0.7167,"(677, 580, 1234, 1039)","(817, 939, 928, 977)"
624,24.96,O9D,0.0865,"(1364, 1, 1605, 96)","(1439, 38, 1496, 56)"
625,25.0,3K961,0.9421,"(662, 593, 1225, 1050)","(800, 961, 913, 1000)"
625,25.0,I4968B6,0.2044,"(1453, 340, 1894, 707)","(1625, 633, 1718, 663)"
625,25.0,LA8254S,0.1991,"(373, 349, 787, 712)","(482, 626, 573, 654)"
625,25.0,TOTSO,0.1079,"(1361, 1, 1605, 102)","(1438, 42, 1495, 60)"
626,25.04,3K961,0.9281,"(637, 603, 1213, 1072)","(779, 979, 895, 1021)"
626,25.04,EA8254S,0.0348,"(374, 349, 788, 717)","(482, 625, 573, 655)"
626,25.04,7968B6,0.5068,"(1462, 351, 1890, 726)","(1620, 649, 1717, 679)"
626,25.04,VOPAU,0.0017,"(1359, 2, 1603, 102)","(1434, 46, 1491, 64)"
627,25.08,3K961,0.784,"(621, 629, 1200, 1072)","(762, 1004, 876, 1042)"
627,25.08,968B6,0.9524,"(1460, 367, 1889, 741)","(1615, 665, 1711, 695)"
627,25.08,LA82545,0.1472,"(373, 349, 786, 712)","(482, 626, 573, 654)"
627,25.08,CU5A,0.0056,"(1355, 1, 1601, 107)","(1432, 50, 1490, 68)"
628,25.12,LA82545,0.1841,"(373, 349, 786, 713)","(482, 627, 574, 654)"
628,25.12,7968B6,0.4916,"(1464, 379, 1885, 756)","(1609, 680, 1707, 711)"
628,25.12,E3K961,0.4488,"(597, 641, 1188, 1071)","(741, 1026, 857, 1067)"
628,25.12,06153,0.1076,"(1351, 0, 1598, 112)","(1429, 53, 1487, 72)"
629,25.16,LA8254S,0.2498,"(373, 349, 785, 713)","(482, 626, 574, 654)"
629,25.16,796886,0.4305,"(1459, 391, 1883, 777)","(1604, 695, 1703, 727)"
629,25.16,PISCKI,0.0138,"(579, 660, 1175, 1074)","(722, 1049, 836, 1074)"
629,25.16,MOBR,0.0102,"(1348, 0, 1596, 115)","(1427, 58, 1485, 76)"
630,25.2,LA8254S,0.2519,"(373, 349, 785, 713)","(482, 626, 575, 654)"
630,25.2,796886,0.4834,"(1451, 402, 1881, 790)","(1598, 713, 1699, 744)"
630,25.2,EG,0.0447,"(1346, 0, 1592, 118)","(1424, 62, 1482, 81)"
631,25.24,LA82545,0.2101,"(373, 349, 786, 712)","(482, 627, 574, 654)"
631,25.24,74968B6,0.2191,"(1447, 414, 1879, 806)","(1594, 732, 1696, 763)"
631,25.24,DOLSQ,0.0202,"(1343, 0, 1590, 124)","(1421, 66, 1480, 85)"
632,25.28,8254,0.4511,"(373, 349, 787, 717)","(482, 625, 574, 655)"
632,25.28,IGSZ,0.0076,"(1339, 0, 1588, 126)","(1420, 70, 1478, 90)"
632,25.28,71968B6,0.3471,"(1441, 429, 1876, 827)","(1588, 749, 1692, 781)"
633,25.32,E8254S,0.1311,"(372, 351, 785, 712)","(482, 625, 576, 654)"
633,25.32,71968B6,0.3215,"(1434, 444, 1875, 843)","(1582, 767, 1687, 799)"
633,25.32,VGLOP,0.0769,"(1335, 0, 1588, 136)","(1418, 75, 1476, 94)"
634,25.36,E8254S,0.1535,"(373, 351, 785, 713)","(482, 625, 575, 654)"
634,25.36,YOUOP,0.0282,"(1333, 1, 1586, 141)","(1415, 78, 1474, 98)"
634,25.36,7196886,0.2812,"(1427, 455, 1874, 862)","(1576, 785, 1683, 818)"
635,25.4,EA8254S,0.0573,"(373, 348, 787, 717)","(482, 625, 575, 654)"
635,25.4,1O19P,0.0355,"(1327, 1, 1585, 146)","(1413, 82, 1473, 102)"
635,25.4,71968B6,0.9261,"(1419, 469, 1870, 882)","(1571, 803, 1678, 837)"
636,25.44,968B6,0.9958,"(1413, 482, 1868, 900)","(1565, 821, 1672, 858)"
636,25.44,EA8254S,0.1865,"(373, 348, 787, 717)","(482, 625, 574, 654)"
636,25.44,VOOP,0.095,"(1324, 2, 1584, 148)","(1411, 87, 1470, 105)"
637,25.48,A8254S,0.0698,"(373, 349, 787, 717)","(483, 625, 574, 654)"
637,25.48,F968B6,0.2845,"(1405, 495, 1865, 928)","(1557, 843, 1665, 877)"
637,25.48,NOL9E,0.0939,"(1320, 1, 1582, 153)","(1409, 91, 1468, 110)"
638,25.52,82545,0.5178,"(373, 349, 787, 717)","(482, 624, 574, 654)"
638,25.52,7968B6,0.6827,"(1397, 504, 1863, 948)","(1551, 863, 1662, 899)"
638,25.52,WOLP,0.1379,"(1318, 1, 1581, 157)","(1407, 95, 1468, 115)"
639,25.56,82545,0.5178,"(373, 349, 787, 717)","(482, 624, 574, 654)"
639,25.56,TOP,0.3252,"(1314, 2, 1580, 162)","(1405, 100, 1466, 120)"
639,25.56,7968B6,0.7485,"(1387, 500, 1862, 974)","(1545, 885, 1656, 920)"
640,25.6,82545,0.5178,"(373, 349, 787, 717)","(482, 624, 574, 654)"
640,25.6,TN6T9U,0.0102,"(1314, 0, 1580, 162)","(1404, 105, 1463, 125)"
640,25.6,71968B6,0.3205,"(1380, 526, 1857, 1003)","(1538, 908, 1651, 942)"
641,25.64,L48254S,0.106,"(374, 348, 788, 717)","(482, 625, 575, 653)"
641,25.64,MVO,0.1656,"(1310, 0, 1577, 171)","(1400, 110, 1463, 130)"
641,25.64,74968B6,0.2382,"(1373, 526, 1854, 1027)","(1531, 932, 1645, 966)"
642,25.68,L48254S,0.1212,"(374, 348, 789, 717)","(482, 626, 574, 654)"
642,25.68,MVS,0.0697,"(1310, 0, 1577, 173)","(1398, 114, 1461, 134)"
643,25.72,L48254S,0.106,"(374, 348, 788, 717)","(482, 625, 575, 653)"
643,25.72,TV,0.1561,"(1304, 0, 1577, 182)","(1396, 119, 1460, 138)"
644,25.76,148254S,0.0702,"(374, 348, 789, 717)","(482, 625, 574, 654)"
644,25.76,JOL9D,0.0719,"(1305, 0, 1575, 187)","(1395, 123, 1459, 144)"
645,25.8,MVO9G,0.1486,"(1305, 0, 1574, 194)","(1394, 128, 1457, 149)"
645,25.8,148254S,0.0702,"(374, 348, 789, 717)","(482, 625, 574, 654)"
645,25.8,7968B6,0.4818,"(1332, 637, 1841, 1069)","(1502, 1031, 1620, 1069)"
646,25.84,NOLGG,0.1122,"(1302, 0, 1571, 199)","(1392, 134, 1457, 153)"
646,25.84,148254S,0.0702,"(374, 348, 789, 717)","(482, 625, 574, 654)"
647,25.88,148254S,0.1043,"(373, 350, 786, 717)","(482, 625, 575, 654)"
647,25.88,V6LGD,0.0748,"(1299, 0, 1571, 201)","(1391, 137, 1455, 159)"
648,25.92,L48254S,0.1245,"(374, 349, 788, 717)","(482, 626, 575, 654)"
648,25.92,76L90,0.0989,"(1297, 0, 1571, 207)","(1388, 144, 1454, 164)"
649,25.96,82545,0.3614,"(374, 348, 788, 717)","(482, 625, 575, 653)"
649,25.96,46190,0.2971,"(1294, 0, 1571, 211)","(1388, 148, 1454, 170)"
650,26.0,LA8254S,0.1667,"(374, 349, 789, 717)","(482, 626, 574, 654)"
650,26.0,Y6L9O,0.231,"(1288, 0, 1569, 214)","(1387, 155, 1452, 175)"
651,26.04,A82548,0.0992,"(373, 350, 786, 716)","(482, 624, 576, 654)"
651,26.04,V6L9,0.6005,"(1287, 0, 1568, 218)","(1385, 159, 1452, 181)"
652,26.08,A8254S,0.1369,"(375, 348, 789, 716)","(483, 625, 574, 654)"
652,26.08,Y619,0.1393,"(1287, 0, 1566, 226)","(1384, 163, 1451, 185)"
653,26.12,A8254S,0.0602,"(374, 349, 789, 716)","(482, 625, 574, 654)"
653,26.12,V6L9,0.1575,"(1283, 1, 1568, 233)","(1383, 168, 1450, 190)"
654,26.16,LA8254S,0.2046,"(374, 347, 789, 716)","(482, 626, 574, 653)"
654,26.16,Y619,0.2431,"(1283, 4, 1566, 241)","(1383, 173, 1449, 196)"
655,26.2,L48254S,0.1845,"(374, 347, 788, 716)","(482, 626, 574, 653)"
655,26.2,VOT9G,0.0373,"(1278, 8, 1564, 250)","(1381, 179, 1449, 201)"
656,26.24,IA82545,0.1921,"(374, 347, 788, 716)","(482, 626, 574, 654)"
656,26.24,46IGG,0.2011,"(1278, 14, 1564, 255)","(1380, 185, 1448, 206)"
657,26.28,L48254S,0.1408,"(374, 347, 788, 716)","(482, 626, 574, 653)"
657,26.28,76I90,0.1444,"(1272, 19, 1566, 263)","(1378, 191, 1447, 212)"
658,26.32,L48254S,0.1232,"(374, 347, 788, 716)","(481, 626, 574, 653)"
